GKGRECORDID,DATE,first_sentence
20191108221500-469,2019-11-08,A top stock picker at Invesco has come out fighting after analysts drew comparisons between his fund and the failed investment empire of Neil Woodford.
20191108221500-509,2019-11-08,The chief executive ofStandard Charteredhas finally agreed to halve his pension allowance following an investor revolt.
20191108223000-1136,2019-11-08,WH Smithchief executive Carl Cowling has been handed £1.8million of shares just a week after taking the top job.
20191108223000-538,2019-11-08," Briggs, 53, will join the FTSE 100 firm in January and take over as chief executive in March when Clive Bannister, who has held the job since 2011, stands down."
20191109233000-1024,2019-11-09,Investors in Burberry will find out just how fashionable Riccardo Tisci’s new range is on Thursday.
20191109233000-186,2019-11-09,"Ian Stuart, the boss of HSBC in the UK, is reminiscing about one of his finest moments as a banker – and it’s a surprising choice."
20191109233000-197,2019-11-09,Gift retailer NotOnTheHighStreet.com is embroiled in a row with the founder of fashion brand Joules after telling a string of suppliers to stop listing products on his company’s website.
20191109233000-343,2019-11-09,A theatre production company which counts the Duchess of York as a director has called in fraud investigators to probe a botched £7.5 million fundraise in China.
20191109233000-396,2019-11-09,Chinese industrial giant Jingye has stepped up its pursuit of British Steel by registering a UK subsidiary.
20191109233000-464,2019-11-09,Sainsbury's has been accused in court of reneging on a £7million deal to build a new store.
20191109233000-52,2019-11-09,Marks & Spencer has quietly shelved its Classic womenswear label to bring an end to its ‘confusing’ stable of brands.
20191109233000-745,2019-11-09,Hey big spender.
20191109233000-823,2019-11-09,"Barclays has introduced gender-neutral lavatories in its offices in London’s Canary Wharf, India and New Jersey."
20191110221500-217,2019-11-10,"Chinese industrial giant Jingye has snapped up British Steel, potentially saving 4,000 jobs, the Insolvency Service has confirmed."
20191110221500-28,2019-11-10,Private equity suitors are circling troubled banknote maker De La Rue as they prepare to pick off its more promising businesses.
20191110221500-909,2019-11-10,It's full steam ahead for the rescue of Titanic manufacturer Harland & Wolff as its buyer prepares to tap investors for £6million.
20191110221500-963,2019-11-10,Oil titan Saudi Aramco will offer just 0.5 per cent of its shares to individual investors when it floats.
20191111084500-511,2019-11-11,"After falling more than 1 per cent at some point today, the FTSE 100 rebounded a bit to close down 0.4 per cent, or 30.84 points, at 7,328.54."
20191111110000-83,2019-11-11,Greggs shares shot up more than 15 per cent after the sausage roll specialist revealed rising sales in its fourth quarter and raised full-year profit forecasts.
20191111223000-1171,2019-11-11,Boots's owner has received a £55bn buyout proposal – a deal that if completed would be the largest ever debt-fuelled transaction.
20191111223000-1443,2019-11-11,"Reform of the business rates system must be at the top of a new government's list of priorities in order to save the High Street, the retailers' trade association has demanded."
20191111223000-1732,2019-11-11,The battle over Just Eat has intensified after one of the suitors lowered the bar on its hostile takeover offer.
20191111223000-2245,2019-11-11,Sirius Minerals is looking to raise £470m to build the next stage of its sprawling potash mine under the North York Moors.
20191111223000-2486,2019-11-11,Innis & Gunn has announced plans to secure a major cash injection to drive plans for a brewery in Edinburgh.
20191111223000-738,2019-11-11,Uber's scandal-hit co-founder Travis Kalanick sold £425m of stock at the first available opportunity since the firm went public.
20191111223000-774,2019-11-11,"A recovery could be on the way for Aston Martin, according to HSBC."
20191111223000-980,2019-11-11,Greggs has raised its profits forecast for the fourth time this year – sending its valuation soaring to over £2 billion.
20191112111500-165,2019-11-12,Vodafone has warned that the end of a long-running court battle with authorities in India could lead to the telecoms giant quitting the country.
20191112124500-1757,2019-11-12,"Discount retailer B&M continues to see rising sales in the UK, but profits have tumbled 70 per cent as things at its German business are not going well, with the division now under strategic review."
20191112131500-198,2019-11-12,"The 'big four' supermarkets have seen a relatively slow start to the crucial festive period despite shoppers already spending £17million on mince pies and £3million on Christmas puddings, figures show."
20191112163000-1074,2019-11-12,Banking app Revolut has appointed City grandee Martin Gilbert as its non-executive chairman as the company seeks to strengthen its senior leadership and expand into new markets.
20191113000000-1127,2019-11-13,A fall in Ocado's stock has wiped more than £79million off co-founder Tim Steiner's share-holding.
20191113000000-1194,2019-11-13,Dozens of the UK's biggest companies have been named and shamed for having all- male boards or just a single 'token' female director.
20191113000000-1236,2019-11-13,The chairman of FTSE 250-listed IT group Softcat has offloaded another £12.3million of stock – taking his share sales so far this year to more than £36million.
20191113000000-2225,2019-11-13,Land Securities posted a £147million first-half loss as the crisis on the High Street battered the value of its properties.
20191113000000-2339,2019-11-13,The 'big four' supermarkets are facing a tough Christmas after their sales fell again over the autumn – while Co-op and the German discounters soared.
20191113030000-1495,2019-11-13,"Online ticket seller Trainline hit the buffers after a group of investors, led by the US private equity group KKR, cashed out."
20191113030000-195,2019-11-13,The boss of fashion firm New Look has claimed the High Street is facing its toughest period in his lifetime.
20191113030000-356,2019-11-13,"Britain's sweet tooth set Mr Kipling-maker Premier Foods on the road to recovery in the first half, with cake sales rising 8 per cent."
20191113094500-1172,2019-11-13,The FTSE 100 closed down 14.23 points at 7351.21 and the pound was at $1.28 against the dollar.
20191113133000-1292,2019-11-13,"Blustery weather across the UK in the last three months has put the wind in the sails of SSE's boss Alistair Phillips-Davies, whose company generated more electricity than expected from its wind turbines."
20191113170000-1387,2019-11-13,Unilever's chairman Dr Marijn Dekkers will step down from his position with immediate effect a year after he U-turned on a decision to axe the company's London headquarters in favour of Rotterdam.
20191113170000-1468,2019-11-13,Meadowhall owner British Land saw almost £600million slashed from the value of its retail property portfolio as it was struck by the current turmoil facing UK retailers.
20191113231500-1156,2019-11-13,Beancounter KPMG has become the latest City giant to chastise its staff over their unhygienic bathroom behaviour.
20191113231500-1543,2019-11-13,Housebuilder Taylor Wimpey is on course for a £610million payout to shareholders despite tough market conditions.
20191113231500-2013,2019-11-13,Luxury handbag maker Mulberry has sunk deeper into the red as fewer shoppers visited its UK stores and it refused to slash its prices.
20191113231500-2119,2019-11-13,"Investors in haulier Eddie Stobart Logistics are facing a massive loss, as private equity firm Dbay Advisors has tabled a rescue bid which would slash the company’s value."
20191113231500-2229,2019-11-13,"Investors trapped in Neil Woodford's failed £3billion fund could lose as much as 43 per cent of any money they have left, according to a leaked report."
20191113231500-2460,2019-11-13,Elon Musk's Tesla has chosen Germany for its European 'giga-factory' after branding the UK too risky because of Brexit.
20191113231500-467,2019-11-13,Ministers have handed £18million to a coalition led by Rolls-Royce to design mini nuclear power stations.
20191113231500-722,2019-11-13,"A banking 'revolution' that encourages customers to share their details in the hope of getting better deals has been hit by fraud attacks from the beginning, experts have warned."
20191113231500-765,2019-11-13,It is not enough to just strike oil these days – it also has to be the right kind.
20191114101500-540,2019-11-14,"Burberry's sales dropped sharply in Hong Kong in the first six months of the year, as protests continue to rock the city state."
20191114103000-374,2019-11-14,The FTSE 100 closed down 58.45 points at 7292.76 and the pound was at $1.29 against the dollar.
20191114141500-1932,2019-11-14,Card Factory has launched a 'festive families photocard' service inspired by the likes of the Kardashians as it looks to offset tough high street conditions.
20191114141500-271,2019-11-14,"More bus passengers paid with contactless and mobile apps rather than cash on FirstGroup's local bus routes for the first time in its history, the company has revealed."
20191114141500-729,2019-11-14,"Retail sales grew at their slowest pace since April 2018 in the three months to October, new official data shows."
20191114173000-2057,2019-11-14,"The boss of pub group Young's has launched a scathing attack on Jeremy Corbyn, warning a Labour victory in next month's election would 'crucify' the economy."
20191114223000-1001,2019-11-14,Troubled Eddie Stobart last night hammered out a rescue deal with private equity firm Dbay.
20191114223000-1162,2019-11-14,There were calls last night for G4S to be thrown out of a leading ethical share index after it was blacklisted by Norway's state-backed wealth fund over human rights concerns.
20191114223000-2389,2019-11-14,First Group flopped as troubles with its US bus business sent the travel group much deeper into the red.
20191114223000-486,2019-11-14,"National Grid will escape regulatory fines over power outages that plunged nearly 1m homes into darkness, the company said."
20191114223000-54,2019-11-14,"The number of newly-created homes in England has hit its highest level in nearly 30 years, according to government figures."
20191115134500-1493,2019-11-15,Business publishing and events group Bonhill was hit by a profit warning this week as the ongoing civil unrest in Hong Kong and weakness in the UK's fund management industry weighed on its second half performance.
20191115231500-1485,2019-11-15,"Almost 6,000 Lloyds shareholders who claim they were 'mugged' by the bank's takeover of HBOS at the height of the financial crisis have suffered a High Court defeat."
20191115231500-2210,2019-11-15,Almost £1.6billion was wiped off the value of the UK's three biggest telecoms companies after Labour's latest nationalisation pledge.
20191115231500-2219,2019-11-15,Chic guitarist Nile Rodgers joined music investment business Hipgnosis to celebrate the company's latest round of fundraising.
20191115231500-57,2019-11-15,"An Oscar-winning visual effects company known for its work on Hollywood films Blade Runner 2049, Inception and Sky Atlantic TV series Chernobyl has pulled its planned listing on the London Stock Exchange."
20191115231500-574,2019-11-15,"The number of contactless card payments has soared in the last 12 months, fuelling fears that Britain is 'sleepwalking' towards a cashless society."
20191115231500-855,2019-11-15,Kierwas given a bloody nose as investors staged a major revolt over executive pay.
20191116113000-400,2019-11-16,American  prosecutors have requested the extradition of British technology entrepreneur Mike Lynch to face fraud charges.
20191117034500-454,2019-11-17,Tens of thousands of jobs are at risk from Labour’s radical plans to nationalise parts of BT and give away free broadband.
20191117034500-58,2019-11-17,"Denise Coates, billionaire boss of Bet365, earns more in 30 minutes than the average worker at her family’s catering business does in an entire year, it can be revealed."
20191117081500-239,2019-11-17,"Huntsman, the Savile Row tailor owned by Belgian hedge fund manager Pierre Lagrange, lost more than £10million last year as it embarked on a turnaround."
20191117081500-247,2019-11-17,A former senior adviser to US President Donald Trump is warning the UK Government against allowing a Chinese industrial giant to take control of British Steel.
20191117081500-339,2019-11-17,This is make or break week for Andy Palmer as the Aston Martin chief executive unveils his secret weapon: the company’s first SUV.
20191117081500-423,2019-11-17,Royal Mailcould receive a £30million windfall from theGeneral Electionas the increasingly bitter battle between the political parties continues to escalate.
20191117081500-581,2019-11-17,Britain's dwindling energy reserves have received a major boost with the biggest onshore oil and gas discovery for more than 40 years.
20191117081500-663,2019-11-17,Amazon could become embroiled in a legal challenge over unpaid tax on billions of pounds of products.
20191117081500-818,2019-11-17,Every week we give the low-down on the value of forgotten treasures that may be gathering dust at home.
20191117081500-837,2019-11-17,A growing second-hand books business is set to be put up for sale by its private equity owner.
20191117221500-379,2019-11-17,"Accounting firm EY has been raking in £1million a week running British Steel since it collapsed, it has emerged."
20191117221500-663,2019-11-17,"Saudi Aramco will seek a blockbuster £1.3trillion valuation in its stock market debut, putting it on course for the world's biggest float."
20191117221500-759,2019-11-17,"The Spanish owner of TSB refused to co-operate with a probe into the bank's IT meltdown, it has been claimed."
20191118224500-107,2019-11-18,It is about as far removed from the hustle and bustle of the City as you can get.
20191118224500-170,2019-11-18,A senior Spanish executive at TSB will be blamed for poor judgment in a 300-page report into the IT fiasco at the bank that led to almost 2m customers being locked out of their accounts last year.
20191118224500-2091,2019-11-18,Boodles has reported record sales thanks to demand for a new range of diamond rings and necklaces.
20191118224500-2206,2019-11-18,Insurer Aviva's decision not to sell its operations in Singapore and China was met with scepticism from the City.
20191118224500-290,2019-11-18,Fresh fears have been raised over Britain's steel industry after Tata Steel Europe said it plans to cut thousands of jobs.
20191118224500-332,2019-11-18,"Britons will spend an average of £567 each this Christmas, more than any other European country, figures suggest."
20191118224500-899,2019-11-18,"A Labour government under Jeremy Corbyn would be worse for Britain than crashing out of the EU without a deal, business leaders have warned."
20191118224500-951,2019-11-18,Easyjet will today unveil a package holiday business – just weeks after Thomas Cook went bust.
20191119104500-819,2019-11-19,EasyJet has shaken up the air travel business with a pledge to offset the carbon emissions from the fuel of all of its flights by planting trees and investing in green energy.
20191119134500-12,2019-11-19,There is an inherent problem with IPOs.
20191119234500-1328,2019-11-19,Boris Johnson's Government has moved a step closer to waving through the £4billion private equity takeover of Cobham.
20191119234500-1594,2019-11-19,"Aston Martin launched its £158,000 SUV today – hoping the vehicle will revive its fortunes after a disastrous stock market float last year."
20191119234500-2177,2019-11-19,"Easyjet has raked in almost £1.4billion from extra charges over the past year after introducing 'surge pricing', which ramps up the cost of booking a seat during busy periods."
20191119234500-337,2019-11-19,G4S could be booted out of a leading ethical index as soon as next month after it was blacklisted by Norway's state wealth fund for its human rights track record.
20191119234500-991,2019-11-19,Shares in home repairs and insurance provider Homeserve touched a record high after the company told investors it expects to make more money this year.
20191120013000-1238,2019-11-20,TK Maxx has bucked the malaise on the High Street with a 6 per cent rise in sales.
20191120013000-1905,2019-11-20,TSB'S chairman said sorry to customers for last year's huge IT meltdown after a report into the fiasco was published yesterday.
20191120013000-296,2019-11-20,The hospitality industry has joined calls for a root and branch reform of business rates to halt an avalanche of closures.
20191120013000-613,2019-11-20,A swish Mayfair club owned by KPMG could be sold to a Japanese technology group.
20191120104500-325,2019-11-20,"Tonic maker Fever-Tree has lost a bit of its fizz as it cut its sales expectations for the year, blaming a slowdown in consumer spending in the UK."
20191120223000-1112,2019-11-20,The former Marks & Spencer high-flyer who was sacked after the 'jeansgate' fiasco has found a new job as chief executive of Costa Coffee.
20191120223000-1593,2019-11-20,The boss of airline Emirates praised eco activist Greta Thunberg as he said the industry is 'not doing enough' to tackle climate change.
20191120223000-172,2019-11-20,The chief executive of Babcock has warned the firm is a takeover target and could be the next defence group to fall into private equity hands.
20191120223000-2165,2019-11-20,The boss of housebuilder Taylor Wimpey has denied he plans to leave the company after selling nearly £4million worth of stock.
20191120223000-819,2019-11-20,Rebel shareholders are preparing to go to court in an extraordinary attempt to block the £4.7billion private equity takeover of British satellite telecommunications company Inmarsat.
20191120223000-952,2019-11-20,A blue-chip fund manager has been fined £2million and accused of treating thousands of ordinary savers with contempt after overcharging them for almost five years while waiving fees for corporate clients.
20191121093000-270,2019-11-21,"The vast majority of British households are not planning to tighten the purse strings this Christmas, a survey has found, despite the ongoing Brexit uncertainty and gloomy retail sales predictions."
20191121230000-1107,2019-11-21,"The family business that bought Thomas Cook’s High Street stores after the tour operator collapsed in September is to take on 1,500 new staff to help run them."
20191121230000-1460,2019-11-21,American toy-making giant Hasbro faces a two-month probe into its £3.3billion takeover of Peppa Pig owner Entertainment One.
20191121230000-1474,2019-11-21,"The UK's economic growth prospects have improved despite an increasingly gloomy global backdrop, claims a global think tank."
20191121230000-1995,2019-11-21,Shares in British American Tobacco lit up after US authorities U-turned on plans to dramatically cut the level of nicotine in cigarettes.
20191121230000-234,2019-11-21,Gaming revenue in William Hill's High Street shops fell more than a third due to changes in the law on fixed-odds betting terminals.
20191121230000-2400,2019-11-21,Wetherspoons shareholders gave their backing to founder Tim Martin yesterday after they were advised to vote him off the board.
20191121230000-955,2019-11-21,Famous US department store chain Macy's has issued its second profit warning of the year as it braces for a difficult Christmas.
20191122110000-224,2019-11-22,Nationwide's statutory profit fell by 40 per cent from £516million to £309million in the six months to 30 September.
20191122221500-1056,2019-11-22,Marks & Spencer has poached a Tesco executive to run its troubled clothing department.
20191122221500-115,2019-11-22,"BHP's boss, who leaves at the end of the year, has received shares worth almost £5.1million at their current value, in what many in the City will see as a 'golden goodbye'."
20191122221500-1174,2019-11-22,Shares in industrial thread maker Coats Group plunged into the red after it warned sales flagged between July and October.
20191122221500-1289,2019-11-22,Victoria's Secret has cancelled its annual fashion show following criticism it was outdated and sexist.
20191122221500-201,2019-11-22,"British businesses are suffering their worst month since the immediate aftermath of the Brexit referendum more than three years ago, data has revealed."
20191122221500-578,2019-11-22,Land Securities has appointed a chief executive a week after plunging into the red.
20191123234500-463,2019-11-23,International jewellery firms are vying for a stake in a historic Welsh gold mine that has supplied the precious metal for three generations of Royal wedding rings.
20191123234500-587,2019-11-23,Ocado could soon launch a rapid response delivery service in the US to take on fast-growing rivals such as Uber Eats and American technology start-up Takeoff.
20191123234500-647,2019-11-23,"TSB will target struggling families and launch a drive to sell loans as it shifts its focus away from wealthier, middle-class customers, The Mail on Sunday can reveal."
20191123234500-681,2019-11-23,"New brand, same old issues."
20191123234500-92,2019-11-23,The private equity owner of in-store music company Imagesound is preparing to put the firm up for sale.
20191123234500-956,2019-11-23,A former Thomas Cook chief executive has slammed chairman Frank Meysman for seemingly ignoring his requests for a donation to workers who have lost their livelihoods.
20191124221500-1141,2019-11-24,Companies that spend on innovation should get a boost under Conservative plans to increase tax breaks on research and development (R&D) projects.
20191124221500-481,2019-11-24,"Boris Johnson has vowed to better protect customers, suppliers and taxpayers from disasters like the collapse of Thomas Cook."
20191124221500-856,2019-11-24,"French luxury firm LVMH has agreed to purchase iconic New York jeweler Tiffany & Co for $16.2billion, adding the iconic New York jeweler to its slate of top-tier brands including Louis Vuitton and Dior."
20191125223000-1477,2019-11-25,The former boss of WH Smith has received a £3.4million farewell pay packet Stephen Clarke has been handed the bumper wage by the retailer for the past year after driving shares higher.
20191125223000-1504,2019-11-25,Unilever has insisted that PG Tips is not for sale.
20191125223000-1822,2019-11-25,Future's boss is in line for a bonus worth more than £18million.
20191125223000-2516,2019-11-25,Europe's richest man has added Tiffany to his vast luxury goods empire after snapping up the famous jeweller for £12.5billion.
20191125223000-2584,2019-11-25,British Airways-owner International Airlines Group (IAG) was in favour as investors welcomed a pay deal with its pilots' union.
20191125223000-413,2019-11-25,Wincanton has abandoned efforts to buy troubled rival Eddie Stobart.
20191126130000-148,2019-11-26,"Shares in De La Rue tumbled more than 20 per cent after the banknote printing company cast doubts over its future, suspended its dividend and announced plans to accelerate its restructuring amid growing debts."
20191126173000-1891,2019-11-26,"Citi's UK wing has been fined a record £44million by the Bank of England for 'serious and widespread' failure to submit complete and accurate returns, which meant regulators did not have a full picture of the health of the banking giant."
20191127013000-1018,2019-11-27,"Savers are being encouraged to start saving for next Christmas now, with festive accounts for 2020 already on offer."
20191127013000-110,2019-11-27,Sterling lost ground after opinion polls showed the Conservative Party's lead over Labour is narrowing.
20191127013000-1381,2019-11-27,Shaftesbury has seen its property empire hit by turmoil on the High Street.
20191127013000-1416,2019-11-27,Eddie Stobart's former boss has launched a rescue bid for the company in an attempt to hijack a proposal by Dbay Advisors.
20191127013000-1858,2019-11-27,Luxury stocks have suffered as shoppers worldwide rein in their spending – and diamond sellers have been some of the hardest hit.
20191127013000-465,2019-11-27,Around £2.5billion was wiped off Compass Group’s value yesterday after it warned it will cut jobs amid tougher trading in Europe.
20191127013000-88,2019-11-27,A former executive at Royal Bank of Scotland has been forced out of his job in Australia amid a child exploitation scandal.
20191127091500-239,2019-11-27,The FTSE 100 closed up 26.64 points at 7429.78 and the pound was at $1.29 against the dollar.
20191127160000-914,2019-11-27,Sofa chain ScS has seen order numbers decline in the past four months with sales remaining under pressure amid the Brexit deadlock and in the run up to the election.
20191127193000-2750,2019-11-27,"The boss of pub giant Marston's, Ralph Findlay, said he believes punters will be driven into pubs this Christmas as they look to 'escape' the turbulent political backdrop."
20191127231500-1175,2019-11-27,"After a disastrous first year on the stock market, Aston Martin was starting to look like a firm only the most diehard petrolheads would want to invest in."
20191127231500-1676,2019-11-27,An intervention by Donald Trump’s White House at a court showdown next week could help to clinch Inmarsat’s £4.7billion bid to go private.
20191127231500-424,2019-11-27,"Natwest owner Royal Bank of Scotland has launched a new digital bank, Bo, to fend off start-up rivals such as Monzo and Starling."
20191127231500-552,2019-11-27,"A conman who persuaded friends and family to plough £3million into a bogus investment scheme has been ordered to pay back almost £300,000 to his victims – or face another two and a half years in jail."
20191127231500-654,2019-11-27,"Lloyds Banking Group is set to slash its boss's pay by £228,000 amid criticism of its generous executive pensions policy."
20191127231500-907,2019-11-27,Shares in magazine publisher Future plunged yesterday after bosses sold stock worth £44million.
20191127231500-915,2019-11-27,Four High Street chains put out the 'for sale' signs yesterday.
20191127231500-958,2019-11-27,"Port Talbot steel plant owner Tata plans to cut 1,000 UK jobs in a shake-up of European operations."
20191128150000-1058,2019-11-28,Shares in Virgin Money have jumped over 22 per cent after the group posted better than expected figures and showed shoots of growth.
20191128224500-1270,2019-11-28,"Influential City investors have put pressure on 15 major companies, including Royal Mail and Just Eat, to improve workers' pay."
20191128224500-1291,2019-11-28,Hobby specialist Hornby is beginning to see the light at the end of the tunnel after enduring several years under poor management.
20191128224500-1313,2019-11-28,Controversial lender Amigo is hiring more call centre staff to chase struggling borrowers after a surge in the number of people falling behind on repayments.
20191128224500-146,2019-11-28,Quindell investors have kicked off legal proceedings against the insurance group over claims it misled the stock market about its financial health.
20191128224500-178,2019-11-28,Fortnum & Mason's new Hong Kong store sold half as much as expected in its first week due to anti-democracy protests.
20191128224500-542,2019-11-28,The lobby group behind a 'cringeworthy' advert to lure financial workers from the City to Frankfurt has been forced to admit it has not been a success.
20191128224500-719,2019-11-28,Bumps in the road in Go-Ahead Group's regional bus business tarnished an otherwise positive trading update.
20191128224500-764,2019-11-28,"As a veteran of many a budget and manifesto, I can testify to one big truth: it is always the small print that catches out successive Chancellors of the Exchequer and party leaders."
20191129121500-323,2019-11-29,"Ocado's share price rocketed 10 per cent in early trading on Friday after the online supermarket signed a multi-million pound deal with one of Japan's biggest retailers, Aeon."
20191130030000-1003,2019-11-30,An athleisure company started by a teenager and his friends has appointed advisers to help raise more than £100million.
20191130030000-257,2019-11-30,"Wealth managerSt James's Placehas been rocked this year by allegations of forgery, mis-selling, lavish staff spending and is facing a legal case brought by former footballers."
20191130030000-519,2019-11-30,"Hedge funds are ramping up their bets thatCineworldshares will nosedive as it battles high debts, slowing admissions and rising competition from the likes of Netflix."
20191130030000-713,2019-11-30,"Ocadoshares jumped nearly 10 per cent after it struck a deal with a Japanese supermarket, boosting founder Tim Steiner's fortune by more than £32million."
20191130030000-83,2019-11-30,Neil Woodford's embattled former protege has been snubbed in a management shake-up at asset manager Invesco.
20191130030000-956,2019-11-30,"Npower's German owner is axing up to 4,500 jobs and scrapping the brand in a major shake-up of Britain's energy market."
20191201224500-672,2019-12-01,The US has requested the extradition of British tech entrepreneur Mike Lynch on fraud charges that could see him jailed for up to 20 years.
20191202014500-293,2019-12-02,Outgoing Bank of England governor Mark Carney has been appointed the United Nations' special envoy for climate action and finance.
20191202014500-698,2019-12-02,Bovis Homes is bracing for an investor backlash over plans to hand bonuses to bosses of up to 200 per cent of their salary.
20191202093000-925,2019-12-02,"Six of the biggest US tech companies have dodged paying more than $100billion (£77billion) of corporation tax since 2010, a major study has claimed."
20191202230000-1903,2019-12-02,Ted Baker shares hit a ten-year low after a fresh crisis engulfed the struggling fashion chain.
20191202230000-1970,2019-12-02,Online supermarket Ocado surprised the City yesterday by announcing plans to raise £500m through a bond offering to fund its rapid expansion.
20191202230000-2155,2019-12-02,The battle for control of Eddie Stobart has pitted the son of its founder against his former brother-in-law.
20191202230000-278,2019-12-02,One of Just Eat's leading investors has said it will only consider a hostile bid for the food delivery business if the offer is raised by nearly £1.5 billion.
20191202230000-417,2019-12-02,"Shopkeepers may be overpaying £1.4bn in business rates, in another crippling blow to the High Street."
20191202230000-487,2019-12-02,"Millions of savers with cash tied up in utilities, telecoms and banks risk being 'crushed' if a Labour government is elected, according to analysts."
20191203034500-1084,2019-12-03,The BT chief executive's £8m pay package could be slashed in a major overhaul.
20191203113000-426,2019-12-03,"The success of blockbusters like Joker and Frozen 2 were not enough for Cineworld, which warned full year revenues were likely to come in lower than expected."
20191203114500-1064,2019-12-03,A long-standing backer of Metro Bank has dumped £11.6m worth of shares in the lender after a year of heavy losses.
20191204003000-1018,2019-12-04,A property tycoon has been forced to hand over the keys to his £50million London mansion as part of an extraordinary £190million settlement with organised crime investigators.
20191204003000-1423,2019-12-04,Glencore has been 'shocked to the core' by a spate of deaths at its mines and is ramping up efforts to improve safety.
20191204003000-2018,2019-12-04,Sky is to build a mammoth TV and film studios complex in the UK as it takes on streaming giants Netflix and Amazon.
20191204003000-2311,2019-12-04,TSB has been forced to admit it will miss its own gender balance target to have around half of its senior jobs held by women by 2020.
20191204003000-444,2019-12-04,Black Friday helped John Lewis record its best ever week of sales.
20191204003000-727,2019-12-04,"Bosses at Centamin have snubbed a £1.5billion merger bid from Canada's Endeavour Mining, as the latest wave of deal-making in the gold industry reached London."
20191204090000-1372,2019-12-04,Shares are back in the red today as trade tensions continue to rattle markets.
20191204111500-703,2019-12-04,Advertising giant M&C Saatchi has warned over profits for the second time in three months after being hit by higher costs and a weak performance in the final quarter.
20191204140000-815,2019-12-04,The owner of one of Britain's largest private hotel owner-operators has warned that the Labour Party's planned tax rises on corporations and high earners risks driving businesses out of Britain.
20191204231500-1141,2019-12-04,"The new boss of Google owner Alphabet takes the reins as the tech giant faces an unprecedented 'minefield' of threats, analysts warned last night."
20191204231500-1144,2019-12-04,Thousands of investors in Britain's biggest commercial property fund have been blocked from accessing their money – triggering fears that other funds will follow suit.
20191204231500-202,2019-12-04,"John and Irene Hays, the couple from Sunderland who rescued Thomas Cook, are the acceptable faces of capitalism."
20191204231500-272,2019-12-04,The City toasted Stock Spirits after demand for its vodka in Poland helped to lift revenues across the group by 9 per cent to £261m last year.
20191204231500-310,2019-12-04,The tycoons behind M&C Saatchi had more than £11m wiped off their fortunes as an accounting fiasco sent shares in the advertising agency plummeting dramatically.
20191204231500-610,2019-12-04,Fashion retailer Quiz revealed disappointing sales for the six months to September and warned of store closures.
20191205004500-1507,2019-12-05,Sterling surged again versus the dollar and euro today as investors continued to bet on an outright Conservative victory in the General Election.
20191205004500-1708,2019-12-05,Metro Bank's chief executive will bow out at the end of the year following a 'challenging period'.
20191205101500-51,2019-12-05,"Dwindling sales, slumping profits, and axed dividends are the sort of phrases we have become accustomed to seeing when reading about retailers at the moment."
20191205161500-527,2019-12-05,"AJ Bell has posted record profits this year, a year after the broker and online trader became a publicly traded company."
20191205174500-292,2019-12-05,"DMGT shares rose 5 per cent today as it revealed a jump in revenue at MailOnline, while the Daily Mail and Mail on Sunday newspapers grew their market share."
20191205224500-1405,2019-12-05,American buyout firm Blackstone is believed to be considering making an offer worth up to £4billion for university housing provider IQ Student Accommodation.
20191205224500-143,2019-12-05,British property funds have lost nearly £5billion this year as the crisis on the High Street hammered shop valuations and triggered an exodus of investors.
20191205224500-2753,2019-12-05,Boohoo's founders have sold 50m shares worth £142.5million to cash in on a 75 per cent rise this year.
20191205224500-559,2019-12-05,Dunelm shares rocketed by 20 per cent as the home furnishings retailer proved it's not all doom and gloom on the High Street.
20191206084500-619,2019-12-06,Embattled trucking firm Eddie Stobart is facing a key shareholder vote on its future today as it struggles with bank debts of £200million.
20191206134500-958,2019-12-06,"Eddie Stobart shareholders have approved a £55million rescue sale in a bid to secure the future of its 6,500 employees."
20191206221500-1263,2019-12-06,"A ban stopping China's Huawei from supplying kit for Britain's 5G mobile network would cost firms more than £1billion and lead to price rises for customers, experts have warned."
20191206221500-1408,2019-12-06,"The £1.3billion takeover of Britain's biggest pubs firm by the company which owns Slug & Lettuce could push up drink prices, a watchdog has warned."
20191206221500-1544,2019-12-06,"Britain's longest-running rail franchise comes to an end tonight after more than 22 years, as Virgin Trains operates its final service."
20191206221500-1768,2019-12-06,"Eddie Stobart will survive the busy Christmas period after a rescue deal was backed by shareholders – saving 6,500 jobs."
20191206221500-2228,2019-12-06,John Lewis has been accused of moving call centre jobs to the Philippines as it looks to save £100m a year.
20191206221500-32,2019-12-06,Investors in housebuilder Berkeley took a slump in profits and sales in their stride.
20191207224500-126,2019-12-07,High street giant Marks & Spencer is paving the way for an historic overhaul of its flagship Marble Arch store as part of a major plan to downsize some of its biggest shops.
20191207224500-176,2019-12-07,"The tycoon spearheading the £1.5billion hostile bid for London-listed miner Centamin is under investigation for corruption, The Mail on Sunday can reveal."
20191207224500-188,2019-12-07,M&C Saatchi chairman Jeremy Sinclair last night said its bosses have a 'deep confidence' in the beleaguered advertising firm after they bought £1million of new shares.
20191207224500-192,2019-12-07,"Julian Dunkerton’s achievement in wrestling back control ofSuperdry, the brand he co-founded in 2003, was nothing short of heroic earlier this year."
20191207224500-603,2019-12-07,Doddle is in talks with the US Postal Service and major retailers about deals that could help the UK parcel firm break America.
20191207224500-80,2019-12-07,"A British mining firm backed by Canadian billionaire Eric Sprott will list in London this week, with plans to build Bosnia’s biggest mines."
